exp,at,etp,atp,rep,medium,ploidy,bcpexp,bcpwell,set,bc1,bc2,bc3,bc4,bc5,bc6,bc7,bc8,bc9,bc10,bc11,bc12,bc13,bc14,bc15,bc16,bc17,bc18,bc19,bc20,bc21,bc22,bc23
0_S10_E,evolution,0,,,CM,diploid,12,12,S10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
10_S10_E,evolution,10,,,CM,diploid,12,12,S10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
15_S10_E,evolution,15,,,CM,diploid,12,12,S10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
20_S10_E,evolution,20,,,CM,diploid,12,12,S10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
22_S10_E,evolution,22,,,CM,diploid,12,12,S10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
24_S10_E,evolution,24,,,CM,diploid,12,12,S10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
25_S10_E,evolution,25,,,CM,diploid,12,12,S10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
0_S11_E,evolution,0,,,CM,diploid,22,2,S11,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,
10_S11_E,evolution,10,,,CM,diploid,22,2,S11,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,
15_S11_E,evolution,15,,,CM,diploid,22,2,S11,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,
20_S11_E,evolution,20,,,CM,diploid,22,2,S11,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,
22_S11_E,evolution,22,,,CM,diploid,22,2,S11,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,
24_S11_E,evolution,24,,,CM,diploid,22,2,S11,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,
25_S11_E,evolution,25,,,CM,diploid,22,2,S11,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,
0_S12_E,evolution,0,,,CM,diploid,22,2,S12,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7,
10_S12_E,evolution,10,,,CM,diploid,22,2,S12,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7,
15_S12_E,evolution,15,,,CM,diploid,22,2,S12,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7,
20_S12_E,evolution,20,,,CM,diploid,22,2,S12,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7,
22_S12_E,evolution,22,,,CM,diploid,22,2,S12,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7,
24_S12_E,evolution,24,,,CM,diploid,22,2,S12,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7,
25_S12_E,evolution,25,,,CM,diploid,22,2,S12,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7,
0_S13_E,evolution,0,,,CM,diploid,22,2,S13,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,
10_S13_E,evolution,10,,,CM,diploid,22,2,S13,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,
15_S13_E,evolution,15,,,CM,diploid,22,2,S13,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,
20_S13_E,evolution,20,,,CM,diploid,22,2,S13,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,
22_S13_E,evolution,22,,,CM,diploid,22,2,S13,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,
24_S13_E,evolution,24,,,CM,diploid,22,2,S13,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,
25_S13_E,evolution,25,,,CM,diploid,22,2,S13,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,
0_S14_E,evolution,0,,,CM,diploid,22,2,S14,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,
10_S14_E,evolution,10,,,CM,diploid,22,2,S14,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,
15_S14_E,evolution,15,,,CM,diploid,22,2,S14,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,
20_S14_E,evolution,20,,,CM,diploid,22,2,S14,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,
22_S14_E,evolution,22,,,CM,diploid,22,2,S14,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,
24_S14_E,evolution,24,,,CM,diploid,22,2,S14,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,
25_S14_E,evolution,25,,,CM,diploid,22,2,S14,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,
0_S15_E,evolution,0,,,CM+Ethanol,diploid,22,2,S15,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1D9,d1E9,d1D10,d1E10,d1D11,d1E11,d1D12,d1E12,d1F1,d1G1,d1F2,d1G2,
10_S15_E,evolution,10,,,CM+Ethanol,diploid,22,2,S15,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1D9,d1E9,d1D10,d1E10,d1D11,d1E11,d1D12,d1E12,d1F1,d1G1,d1F2,d1G2,
15_S15_E,evolution,15,,,CM+Ethanol,diploid,22,2,S15,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1D9,d1E9,d1D10,d1E10,d1D11,d1E11,d1D12,d1E12,d1F1,d1G1,d1F2,d1G2,
20_S15_E,evolution,20,,,CM+Ethanol,diploid,22,2,S15,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1D9,d1E9,d1D10,d1E10,d1D11,d1E11,d1D12,d1E12,d1F1,d1G1,d1F2,d1G2,
22_S15_E,evolution,22,,,CM+Ethanol,diploid,22,2,S15,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1D9,d1E9,d1D10,d1E10,d1D11,d1E11,d1D12,d1E12,d1F1,d1G1,d1F2,d1G2,
24_S15_E,evolution,24,,,CM+Ethanol,diploid,22,2,S15,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1D9,d1E9,d1D10,d1E10,d1D11,d1E11,d1D12,d1E12,d1F1,d1G1,d1F2,d1G2,
25_S15_E,evolution,25,,,CM+Ethanol,diploid,22,2,S15,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,d1D9,d1E9,d1D10,d1E10,d1D11,d1E11,d1D12,d1E12,d1F1,d1G1,d1F2,d1G2,
0_S16_E,evolution,0,,,CM+Salt,diploid,22,2,S16,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,d1F3,d1G3,d1F4,d1G4,d1F5,d1G5,d1F6,d1G6,d1F7,d1G7,d1F8,d1G8,
10_S16_E,evolution,10,,,CM+Salt,diploid,22,2,S16,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,d1F3,d1G3,d1F4,d1G4,d1F5,d1G5,d1F6,d1G6,d1F7,d1G7,d1F8,d1G8,
15_S16_E,evolution,15,,,CM+Salt,diploid,22,2,S16,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,d1F3,d1G3,d1F4,d1G4,d1F5,d1G5,d1F6,d1G6,d1F7,d1G7,d1F8,d1G8,
20_S16_E,evolution,20,,,CM+Salt,diploid,22,2,S16,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,d1F3,d1G3,d1F4,d1G4,d1F5,d1G5,d1F6,d1G6,d1F7,d1G7,d1F8,d1G8,
22_S16_E,evolution,22,,,CM+Salt,diploid,22,2,S16,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,d1F3,d1G3,d1F4,d1G4,d1F5,d1G5,d1F6,d1G6,d1F7,d1G7,d1F8,d1G8,
24_S16_E,evolution,24,,,CM+Salt,diploid,22,2,S16,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,d1F3,d1G3,d1F4,d1G4,d1F5,d1G5,d1F6,d1G6,d1F7,d1G7,d1F8,d1G8,
25_S16_E,evolution,25,,,CM+Salt,diploid,22,2,S16,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,d1F3,d1G3,d1F4,d1G4,d1F5,d1G5,d1F6,d1G6,d1F7,d1G7,d1F8,d1G8,
0_S2_E,evolution,0,,,CM,haploid,10,2,S2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,
10_S2_E,evolution,10,,,CM,haploid,10,2,S2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,
15_S2_E,evolution,15,,,CM,haploid,10,2,S2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,
20_S2_E,evolution,20,,,CM,haploid,10,2,S2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,
22_S2_E,evolution,22,,,CM,haploid,10,2,S2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,
24_S2_E,evolution,24,,,CM,haploid,10,2,S2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,
25_S2_E,evolution,25,,,CM,haploid,10,2,S2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,
0_S3_E,evolution,0,,,CM,diploid,8,4,S3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
10_S3_E,evolution,10,,,CM,diploid,8,4,S3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
15_S3_E,evolution,15,,,CM,diploid,8,4,S3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
20_S3_E,evolution,20,,,CM,diploid,8,4,S3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
22_S3_E,evolution,22,,,CM,diploid,8,4,S3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
24_S3_E,evolution,24,,,CM,diploid,8,4,S3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
25_S3_E,evolution,25,,,CM,diploid,8,4,S3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
0_S4_E,evolution,0,,,CM,diploid,8,8,S4,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,,,,,,,,,,,,,,,
10_S4_E,evolution,10,,,CM,diploid,8,8,S4,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,,,,,,,,,,,,,,,
15_S4_E,evolution,15,,,CM,diploid,8,8,S4,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,,,,,,,,,,,,,,,
20_S4_E,evolution,20,,,CM,diploid,8,8,S4,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,,,,,,,,,,,,,,,
22_S4_E,evolution,22,,,CM,diploid,8,8,S4,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,,,,,,,,,,,,,,,
24_S4_E,evolution,24,,,CM,diploid,8,8,S4,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,,,,,,,,,,,,,,,
25_S4_E,evolution,25,,,CM,diploid,8,8,S4,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,,,,,,,,,,,,,,,
0_S5_E,evolution,0,,,CM,diploid,8,8,S5,d1A2,d1H2,d1A3,d1H3,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
10_S5_E,evolution,10,,,CM,diploid,8,8,S5,d1A2,d1H2,d1A3,d1H3,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
15_S5_E,evolution,15,,,CM,diploid,8,8,S5,d1A2,d1H2,d1A3,d1H3,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
20_S5_E,evolution,20,,,CM,diploid,8,8,S5,d1A2,d1H2,d1A3,d1H3,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
22_S5_E,evolution,22,,,CM,diploid,8,8,S5,d1A2,d1H2,d1A3,d1H3,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
24_S5_E,evolution,24,,,CM,diploid,8,8,S5,d1A2,d1H2,d1A3,d1H3,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
25_S5_E,evolution,25,,,CM,diploid,8,8,S5,d1A2,d1H2,d1A3,d1H3,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
0_S6_E,evolution,0,,,CM,diploid,12,12,S6,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
10_S6_E,evolution,10,,,CM,diploid,12,12,S6,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
15_S6_E,evolution,15,,,CM,diploid,12,12,S6,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
20_S6_E,evolution,20,,,CM,diploid,12,12,S6,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
22_S6_E,evolution,22,,,CM,diploid,12,12,S6,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
24_S6_E,evolution,24,,,CM,diploid,12,12,S6,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
25_S6_E,evolution,25,,,CM,diploid,12,12,S6,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
0_S7_E,evolution,0,,,CM,diploid,12,4,S7,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
10_S7_E,evolution,10,,,CM,diploid,12,4,S7,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
15_S7_E,evolution,15,,,CM,diploid,12,4,S7,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
20_S7_E,evolution,20,,,CM,diploid,12,4,S7,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
22_S7_E,evolution,22,,,CM,diploid,12,4,S7,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
24_S7_E,evolution,24,,,CM,diploid,12,4,S7,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
25_S7_E,evolution,25,,,CM,diploid,12,4,S7,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
0_S8_E,evolution,0,,,CM,diploid,8,8,S8,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,,,,,,,,,,,,,,,
10_S8_E,evolution,10,,,CM,diploid,8,8,S8,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,,,,,,,,,,,,,,,
15_S8_E,evolution,15,,,CM,diploid,8,8,S8,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,,,,,,,,,,,,,,,
20_S8_E,evolution,20,,,CM,diploid,8,8,S8,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,,,,,,,,,,,,,,,
22_S8_E,evolution,22,,,CM,diploid,8,8,S8,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,,,,,,,,,,,,,,,
24_S8_E,evolution,24,,,CM,diploid,8,8,S8,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,,,,,,,,,,,,,,,
25_S8_E,evolution,25,,,CM,diploid,8,8,S8,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,,,,,,,,,,,,,,,
0_S9_E,evolution,0,,,CM,diploid,8,8,S9,d1A2,d1H2,d1A3,d1H3,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
10_S9_E,evolution,10,,,CM,diploid,8,8,S9,d1A2,d1H2,d1A3,d1H3,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
15_S9_E,evolution,15,,,CM,diploid,8,8,S9,d1A2,d1H2,d1A3,d1H3,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
20_S9_E,evolution,20,,,CM,diploid,8,8,S9,d1A2,d1H2,d1A3,d1H3,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
22_S9_E,evolution,22,,,CM,diploid,8,8,S9,d1A2,d1H2,d1A3,d1H3,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
24_S9_E,evolution,24,,,CM,diploid,8,8,S9,d1A2,d1H2,d1A3,d1H3,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,
25_S9_E,evolution,25,,,CM,diploid,8,8,S9,d1A2,d1H2,d1A3,d1H3,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,,,,